delivery_id,delivery_time,distance,cost,courier_type,traffic_level,success,city,timestamp
2139,27.469929619799146,17.59183277714178,23.06152837829172,Economic,Medium,1,Tehran,2025-08-14 01:00:00
2140,29.883257317827418,14.393311521895386,5.9564893023751235,Economic,High,1,Shiraz,2025-08-12 22:00:00
2141,60.0,2.6188090736335776,9.648890714958206,Economic,High,1,Tehran,2025-08-16 17:00:00
2142,59.492310186192356,13.351756571658697,37.8753565680546,Economic,High,1,Tehran,2025-08-16 23:00:00
2143,41.25344163681531,13.419473051706788,19.442919305830262,Economic,Low,1,Mashhad,2025-08-14 17:00:00
2144,,19.168202299228927,43.915559989995295,Motorcycle,Medium,1,Shiraz,2025-08-13 22:00:00
2145,27.767977453651948,1.0573965557670637,50.0,Van,Low,1,Tehran,2025-08-10 02:00:00
2146,44.898634386020824,5.710716546310337,8.046813561194265,Van,Low,1,Mashhad,2025-08-11 06:00:00
2147,16.78915225828181,18.628038108130994,32.75205488452107,Motorcycle,Medium,1,Mashhad,2025-08-11 05:00:00
2148,28.229538677856798,18.71054439256738,7.374095178149791,Economic,Low,1,Tabriz,2025-08-10 21:00:00
2149,43.45117859776429,14.69114196804211,50.0,Van,High,1,Tehran,2025-08-11 07:00:00
2150,20.35216783268749,15.549503099903259,50.0,Van,High,1,Tehran,2025-08-15 05:00:00
2151,33.88974714681515,2.738176200663295,43.35591861130203,Van,Medium,1,Mashhad,2025-08-16 20:00:00
2152,60.0,10.763640860786438,31.438068207687564,Economic,Low,1,Tehran,2025-08-15 10:00:00
2153,36.25063785955154,5.400076834490989,15.67913724026382,Motorcycle,Medium,1,Isfahan,2025-08-12 09:00:00
2154,48.46051358578025,4.443142828658728,44.44541724405728,Van,High,1,Isfahan,2025-08-10 05:00:00
2155,,16.395762683343317,43.52428995063727,Motorcycle,Low,1,Shiraz,2025-08-16 06:00:00
2156,,3.565724596930401,18.80104897287196,Van,Low,1,Shiraz,2025-08-16 02:00:00
2157,31.497643436112753,9.90438110293132,16.949102252619294,Motorcycle,Medium,1,Tabriz,2025-08-16 02:00:00
2158,52.304555613253434,18.832986552134628,24.042734772356503,Economic,High,1,Mashhad,2025-08-15 02:00:00
2159,60.0,4.530809055741509,29.6409601063845,Economic,Medium,1,Tabriz,2025-08-12 22:00:00
2160,60.0,19.581875051026458,23.142005531890423,Economic,High,1,Tehran,2025-08-11 00:00:00
2161,28.32813064594452,19.89147172946012,50.0,Motorcycle,High,1,Isfahan,2025-08-16 07:00:00
2162,50.64547454353928,11.556725938965656,7.400453845673891,Economic,Medium,1,Mashhad,2025-08-11 22:00:00
2163,45.4768827304582,4.232712063366,17.34895111161451,Economic,Low,1,Shiraz,2025-08-14 02:00:00
2164,41.40149038521267,7.005992870877018,50.0,Van,Low,1,Mashhad,2025-08-15 03:00:00
2165,,9.065363820854168,15.169404454767161,Motorcycle,Medium,1,Shiraz,2025-08-16 21:00:00
2166,29.773587122581972,6.877160262806235,41.446309248402336,Motorcycle,High,1,Tabriz,2025-08-14 15:00:00
2167,26.269709865475942,6.3320760176538,18.58464468034585,Van,Medium,1,Isfahan,2025-08-13 04:00:00
2168,22.651487834109993,19.472364475110794,6.01529025502071,Economic,Low,1,Shiraz,2025-08-16 02:00:00
2169,33.19176169071622,3.9139317208991673,17.23541696858718,Van,Medium,1,Tehran,2025-08-11 08:00:00
2170,60.0,14.933230265620383,49.47287689453408,Economic,High,1,Tehran,2025-08-11 01:00:00
2171,59.81001774883653,1.0077954993443226,35.79454767873577,Motorcycle,High,1,Tabriz,2025-08-13 11:00:00
2172,38.012636692647206,12.32747071864516,32.668447917267365,Economic,Low,1,Isfahan,2025-08-10 16:00:00
2173,32.161829720941874,18.402917075126997,29.954178811090955,Van,Medium,0,Mashhad,2025-08-15 17:00:00
2174,,6.470747787771161,27.869282456263694,Economic,Medium,1,Tehran,2025-08-11 23:00:00
2175,32.472856475549655,4.524993529896665,50.0,Van,High,1,Tehran,2025-08-14 07:00:00
2176,60.0,13.381916102690113,50.0,Economic,High,1,Tehran,2025-08-10 05:00:00
2177,13.923389728819412,14.53942673866947,38.64085862243496,Motorcycle,Low,1,Mashhad,2025-08-14 04:00:00
2178,31.847405788957246,14.072579860087645,41.66186025908067,Motorcycle,Low,1,Tehran,2025-08-15 22:00:00
2179,50.236062192296394,7.067020720406107,7.794486836996837,Motorcycle,Low,1,Tehran,2025-08-15 17:00:00
2180,58.63259696891996,5.791845641027287,28.545729700959455,Economic,High,1,Mashhad,2025-08-15 15:00:00
2181,33.71953157998207,19.16245719927884,39.0219231383725,Van,Medium,1,Mashhad,2025-08-15 05:00:00
2182,39.63831865784359,18.54269065712866,50.0,Motorcycle,High,1,Tehran,2025-08-10 16:00:00
2183,42.29412477356388,9.689015587963585,29.844701043352106,Van,High,1,Mashhad,2025-08-15 12:00:00
2184,43.728484746765304,17.077683456933094,17.142505398099246,Motorcycle,Low,1,Tabriz,2025-08-16 05:00:00
2185,10.0,9.594146075051624,23.510581199667516,Motorcycle,Low,0,Mashhad,2025-08-15 17:00:00
2186,45.33433701296325,9.063391343377697,15.951637103286922,Motorcycle,Low,1,Shiraz,2025-08-16 22:00:00
2187,23.640642713247825,3.9784960043865985,12.975931561672473,Motorcycle,High,1,Tabriz,2025-08-11 07:00:00
2188,32.80017204918702,9.101715073347483,50.0,Van,Medium,1,Tehran,2025-08-12 05:00:00
2189,30.849066956416056,11.210921833396332,49.70203193699076,Van,Medium,1,Tehran,2025-08-17 00:00:00
2190,55.981431008423236,1.4275822211450429,35.00905788243641,Economic,Medium,1,Mashhad,2025-08-11 06:00:00
2191,16.82250777739503,9.438147098332722,50.0,Van,Medium,1,Mashhad,2025-08-11 22:00:00
2192,60.0,15.845768149508807,16.984229726913792,Economic,High,1,Mashhad,2025-08-16 09:00:00
2193,50.243096232868524,13.920875071111126,48.919505241077346,Van,Low,1,Tehran,2025-08-11 22:00:00
2194,16.368259954071895,13.067982788414765,13.117194934954755,Van,Low,1,Isfahan,2025-08-10 01:00:00
2195,,18.281553140306848,50.0,Motorcycle,Medium,0,Tehran,2025-08-15 22:00:00
2196,45.591347532966125,1.3426081866793702,22.264149290814615,Economic,High,1,Tabriz,2025-08-14 18:00:00
2197,41.11064647431643,11.58390413765245,24.986971102506562,Motorcycle,Medium,1,Tehran,2025-08-13 08:00:00
2198,36.22977332898902,15.959628119784435,27.93598751671184,Van,Medium,1,Tabriz,2025-08-11 07:00:00
2199,,11.285372271324078,50.0,Van,High,1,Tehran,2025-08-10 10:00:00
2200,41.854467418452884,7.154015499027204,17.96208963399968,Motorcycle,Medium,1,Tehran,2025-08-11 08:00:00
2201,60.0,3.588760736747579,19.24415000275346,Economic,Low,1,Tehran,2025-08-16 03:00:00
2202,42.13644312409052,17.863698364507634,50.0,Van,High,1,Tabriz,2025-08-12 04:00:00
2203,44.63709530577818,9.944485455364457,50.0,Van,Medium,1,Tehran,2025-08-16 23:00:00
2204,17.067270421288363,17.684188742728328,18.688211493283227,Motorcycle,Low,1,Isfahan,2025-08-11 17:00:00
2205,30.65345434772987,12.131190326230199,46.99016887477582,Van,High,1,Shiraz,2025-08-10 22:00:00
2206,41.668875334564525,13.809650215685014,50.0,Van,Medium,1,Isfahan,2025-08-15 23:00:00
2207,53.80939234243158,16.28096193319055,12.160994888355011,Van,Medium,1,Tehran,2025-08-12 17:00:00
2208,43.62297353421358,13.523955347402554,36.00921863184828,Economic,Low,1,Tabriz,2025-08-10 08:00:00
2209,40.30412954215269,8.563041972899816,26.753931997838862,Van,High,1,Shiraz,2025-08-10 21:00:00
2210,35.99149686508025,10.75903429464437,50.0,Van,Medium,1,Mashhad,2025-08-11 07:00:00
2211,17.495922660302824,16.257864968841716,46.82223950596051,Van,Low,1,Mashhad,2025-08-15 09:00:00
2212,,8.099355631086699,29.882333668516345,Motorcycle,Low,1,Tabriz,2025-08-13 04:00:00
2213,46.58799674788091,8.374307678601443,50.0,Van,Medium,1,Tabriz,2025-08-13 21:00:00
2214,39.747390807803946,2.8181122051020218,7.656597171207807,Economic,Medium,0,Mashhad,2025-08-15 19:00:00
2215,37.94936778360748,18.377104269213206,37.10927005137652,Van,High,1,Shiraz,2025-08-11 19:00:00
2216,32.658782296520485,2.729689983963393,48.21526641609885,Van,Low,1,Tehran,2025-08-14 12:00:00
2217,33.322643431472265,13.315974371522561,36.527038616263184,Economic,Low,1,Tehran,2025-08-17 00:00:00
2218,44.008010780612665,8.850695097253157,29.185078731979935,Van,High,1,Tehran,2025-08-10 00:00:00
2219,60.0,8.706768414853405,45.24502714802668,Motorcycle,Medium,1,Tehran,2025-08-12 15:00:00
2220,53.68299883545306,13.911484894880994,22.064382443738026,Economic,High,1,Isfahan,2025-08-13 04:00:00
2221,39.62489771968167,2.2747809199676956,24.302022371129326,Van,High,1,Mashhad,2025-08-10 11:00:00
2222,35.286872915472614,12.280409876077258,50.0,Motorcycle,High,1,Tehran,2025-08-15 12:00:00
2223,56.16287957249905,15.66860393347474,16.36281101943837,Van,High,1,Mashhad,2025-08-13 03:00:00
2224,54.966128622247,16.73604239984529,29.741745616065053,Economic,High,1,Tehran,2025-08-17 00:00:00
2225,23.50626961678574,4.240077398481731,7.874410273784979,Motorcycle,Low,1,Tabriz,2025-08-15 16:00:00
2226,60.0,18.0509619514853,16.831042785680353,Economic,Medium,1,Shiraz,2025-08-14 17:00:00
2227,44.19603004513637,13.466775745101401,50.0,Van,Low,1,Tehran,2025-08-11 11:00:00
2228,35.99364651391943,17.755241215592974,50.0,Van,High,1,Tabriz,2025-08-16 03:00:00
2229,11.334600486393839,10.220333625093767,25.530443186280994,Motorcycle,Low,1,Tehran,2025-08-15 05:00:00
2230,48.09016427804307,11.298633556846838,24.307159728745205,Motorcycle,Medium,1,Isfahan,2025-08-13 08:00:00
2231,27.784442090879953,18.461727263544752,22.80694485117674,Van,Medium,1,Tabriz,2025-08-15 13:00:00
2232,,18.098281323738764,26.943540601913373,Economic,High,1,Tehran,2025-08-13 18:00:00
2233,12.358754187457972,9.515056594011039,50.0,Van,Medium,1,Isfahan,2025-08-16 11:00:00
2234,46.71116805959171,6.213840001077953,50.0,Van,Medium,1,Tehran,2025-08-15 17:00:00
2235,26.83242106078828,8.470238256721018,22.84024863470223,Van,High,1,Tehran,2025-08-15 10:00:00
2236,48.49993354786482,8.367522242065245,5.072108343553154,Economic,Low,1,Mashhad,2025-08-12 05:00:00
2237,39.18554988187365,6.450470624673085,37.606875257798706,Economic,Low,1,Tabriz,2025-08-11 01:00:00
2238,30.690908709050326,6.103012482326365,50.0,Van,High,1,Mashhad,2025-08-10 11:00:00
2239,25.929636870732196,17.36019579311467,29.202702041718847,Motorcycle,Low,1,Tabriz,2025-08-12 12:00:00
2240,60.0,2.327376493008572,38.527017414521765,Economic,High,1,Tabriz,2025-08-10 09:00:00
2241,46.58841679672851,13.874612459892289,37.9387875719352,Van,High,1,Tehran,2025-08-12 00:00:00
2242,53.766194707087266,4.283580977672594,48.03451307571618,Van,High,1,Mashhad,2025-08-11 12:00:00
2243,49.764405845154855,7.545611974487201,50.0,Van,Low,1,Isfahan,2025-08-13 04:00:00
2244,14.357583882889486,2.1693176485619006,35.246690911958325,Motorcycle,Low,1,Mashhad,2025-08-12 07:00:00
2245,60.0,6.129499100253779,10.488303267033125,Economic,Medium,1,Tehran,2025-08-11 10:00:00
2246,,15.6000003512276,19.791366586732618,Van,High,1,Tabriz,2025-08-16 10:00:00
2247,40.973711057699006,17.815291166397913,13.624237559985833,Economic,High,1,Shiraz,2025-08-15 21:00:00
2248,25.04529561391515,5.209015886144974,50.0,Van,High,1,Mashhad,2025-08-12 07:00:00
2249,28.108796092229664,9.807408945919516,27.437947759241585,Van,Low,1,Isfahan,2025-08-16 07:00:00
2250,60.0,9.936156910806922,5.246998328333161,Economic,Medium,1,Tehran,2025-08-13 19:00:00
2251,28.724508796224658,17.59793080943495,47.48784635775478,Motorcycle,Low,1,Mashhad,2025-08-12 23:00:00
2252,60.0,15.493182004640303,15.164524485325176,Motorcycle,High,1,Tabriz,2025-08-11 08:00:00
2253,30.202074043994603,10.748467148992948,5.212913641596563,Economic,High,1,Shiraz,2025-08-16 15:00:00
2254,38.842843678001294,13.744196808963695,13.790411454379592,Economic,Low,1,Tehran,2025-08-14 12:00:00
2255,20.97127866704257,17.09974602427797,23.364443130474026,Van,Medium,1,Mashhad,2025-08-10 19:00:00
2256,33.63631882624968,1.181240126485354,35.98535443208631,Van,Low,1,Isfahan,2025-08-15 20:00:00
2257,60.0,8.654910589950923,49.01692479288176,Economic,High,1,Tehran,2025-08-12 17:00:00
2258,50.29514502321947,18.237620178264493,47.058867292862736,Economic,High,1,Tehran,2025-08-12 18:00:00
2259,19.5,15.065947586035076,24.537844775240888,Economic,High,1,Mashhad,2025-08-14 01:00:00
2260,31.989481467964946,11.313986112347418,23.490495724631295,Motorcycle,Low,1,Isfahan,2025-08-16 22:00:00
2261,34.367385517335094,11.063246013667536,32.97294978050514,Motorcycle,Low,0,Tehran,2025-08-11 17:00:00
2262,,7.607631854484318,17.550973592602407,Motorcycle,Medium,0,Tehran,2025-08-14 06:00:00
2263,55.065168493688006,10.889890139188775,6.466525681867969,Economic,Low,1,Tehran,2025-08-14 20:00:00
2264,37.61445324684355,13.452280789805611,49.91193095085575,Economic,High,1,Tehran,2025-08-10 21:00:00
2265,36.802161054504495,8.948897730147069,20.102181479209158,Van,Low,1,Mashhad,2025-08-12 17:00:00
2266,50.3100901497357,14.568909781451305,15.320836097662962,Motorcycle,Medium,1,Tehran,2025-08-14 12:00:00
2267,14.6569489919218,17.36341231794733,28.88678627827041,Motorcycle,Medium,1,Tehran,2025-08-11 12:00:00
2268,39.83582191102773,3.9390121155123623,27.12260051781488,Motorcycle,Medium,1,Shiraz,2025-08-15 17:00:00
2269,29.94984202790794,9.579393433531065,6.412493380186727,Motorcycle,Medium,1,Tehran,2025-08-12 04:00:00
2270,45.52824629961433,8.752381734416542,9.326370595862945,Economic,Medium,1,Mashhad,2025-08-10 18:00:00
2271,50.215147253075045,14.061831276944833,39.630540303420084,Van,High,1,Tabriz,2025-08-16 17:00:00
2272,37.691571538296714,5.747481839900658,50.0,Van,High,1,Isfahan,2025-08-12 20:00:00
2273,34.86437881257582,13.164767384093249,27.5018950033868,Van,High,1,Isfahan,2025-08-16 18:00:00
2274,47.33277771281318,17.672295592898273,19.228520064703456,Economic,Medium,1,Mashhad,2025-08-16 21:00:00
2275,19.127540611371973,8.94450039607883,33.08858070346511,Motorcycle,Low,1,Tehran,2025-08-12 01:00:00
2276,24.88427332449259,18.30929829960518,35.98932980643851,Economic,Low,1,Isfahan,2025-08-13 23:00:00
2277,36.79373282956503,19.87011103973609,19.67317260472055,Motorcycle,Low,1,Isfahan,2025-08-16 00:00:00
2278,24.065677542937475,3.0157489490110896,9.688907328193949,Economic,Low,1,Tehran,2025-08-17 00:00:00
2279,36.66312500909212,5.428010571712314,40.52587524808855,Van,Low,1,Mashhad,2025-08-16 21:00:00
2280,34.62591292853951,19.05721527815977,50.0,Van,Low,1,Tabriz,2025-08-15 10:00:00
2281,19.11289906814105,19.20822604314635,19.68850435339855,Van,High,1,Tehran,2025-08-16 10:00:00
2282,,2.8564382323484114,43.39936282745379,Van,High,1,Mashhad,2025-08-11 17:00:00
2283,50.32931283656846,1.284971507165597,5.800331356811754,Motorcycle,Medium,1,Mashhad,2025-08-14 11:00:00
2284,39.367272142776216,4.060900441872023,6.249756647161249,Economic,High,1,Shiraz,2025-08-11 15:00:00
2285,38.033936065359185,19.924242884262718,32.07948161369994,Motorcycle,High,1,Shiraz,2025-08-13 08:00:00
2286,60.0,4.41999271560305,17.682123280120155,Economic,High,1,Shiraz,2025-08-14 15:00:00
2287,37.83390509282596,10.54840452771844,50.0,Van,Low,1,Tehran,2025-08-14 01:00:00
2288,41.22691670933256,17.11993680217971,50.0,Van,High,1,Tehran,2025-08-10 06:00:00
2289,24.024898053083582,1.3876306030759205,41.95452240941704,Van,Low,1,Tehran,2025-08-16 10:00:00
2290,57.4908082020806,12.48529066291073,18.685673357954666,Economic,Low,1,Isfahan,2025-08-12 15:00:00
2291,60.0,6.263483528522862,49.27688389535463,Van,High,1,Isfahan,2025-08-10 19:00:00
2292,39.788580507817954,17.3843634123549,6.81974740456976,Motorcycle,Low,1,Tabriz,2025-08-12 21:00:00
2293,37.023817710780285,6.385761836017505,45.175701038929695,Motorcycle,Medium,1,Mashhad,2025-08-11 07:00:00
2294,21.917342783590737,14.04835868535627,49.923642008028125,Motorcycle,Low,1,Isfahan,2025-08-15 16:00:00
2295,42.30633407214698,13.810173016500542,12.640243793895783,Economic,High,1,Mashhad,2025-08-11 04:00:00
2296,42.27016926318909,5.2083774283331605,11.458956756343678,Motorcycle,Medium,1,Tehran,2025-08-15 20:00:00
2297,34.18398220888684,1.6611847974986522,17.191478782780177,Van,Low,1,Mashhad,2025-08-14 08:00:00
2298,60.0,8.775741901922547,33.35636891572465,Economic,High,1,Mashhad,2025-08-10 16:00:00
2299,54.75675138804209,6.494669887351524,50.0,Van,High,1,Tabriz,2025-08-13 12:00:00
2300,23.35194729254684,16.370577242660463,37.977796826225074,Economic,Medium,1,Tehran,2025-08-16 19:00:00
2301,60.0,16.206919580651558,46.59862497501768,Motorcycle,High,1,Tabriz,2025-08-10 22:00:00
2302,30.029090590283808,9.683455091659884,45.42486354291651,Van,High,1,Mashhad,2025-08-13 20:00:00
2303,31.39234473657178,12.523732281141159,50.0,Van,Medium,1,Tehran,2025-08-13 13:00:00
2304,42.25260268127203,12.480930803751578,31.656072946573115,Economic,Low,1,Tehran,2025-08-12 21:00:00
2305,59.94800987740757,16.716004820124844,46.320682918677974,Van,Medium,1,Tehran,2025-08-11 13:00:00
2306,60.0,9.075045868340753,26.40429430032365,Motorcycle,Medium,1,Mashhad,2025-08-12 09:00:00
2307,56.264879722524455,6.233486916019673,29.945858847449074,Economic,Medium,1,Tehran,2025-08-12 22:00:00
2308,28.16803381279612,6.035663444670402,45.12953205585663,Van,Low,1,Mashhad,2025-08-10 02:00:00
2309,45.94857343024716,11.187653306361879,27.181922992092776,Economic,Low,1,Tabriz,2025-08-11 01:00:00
2310,38.87655425873836,9.533815851912038,48.86769724252706,Van,Low,1,Isfahan,2025-08-14 00:00:00
2311,26.793323744428083,9.362294648713787,37.36384522311446,Motorcycle,Low,1,Shiraz,2025-08-12 08:00:00
2312,47.95211355912322,2.7316094427044373,37.318773684752365,Motorcycle,Low,1,Tehran,2025-08-14 00:00:00
2313,38.760849110296824,14.653471073113717,28.388411889677027,Motorcycle,Medium,1,Mashhad,2025-08-11 02:00:00
2314,34.97743089091394,5.0609970716563035,39.24894215857714,Motorcycle,Low,1,Tehran,2025-08-11 07:00:00
2315,43.991091024653535,4.742118973965706,37.84003265001639,Van,Medium,1,Shiraz,2025-08-11 20:00:00
2316,,8.842408085270476,17.462725685643754,Motorcycle,Medium,1,Tehran,2025-08-15 14:00:00
2317,49.906226506104964,5.327788490738227,5.0,Economic,Low,1,Mashhad,2025-08-13 06:00:00
2318,35.741202201796156,12.093307078852293,50.0,Van,High,1,Mashhad,2025-08-16 06:00:00
2319,36.62547369080954,8.057803447354958,37.89538223686661,Motorcycle,High,1,Mashhad,2025-08-15 05:00:00
2320,,9.529322729263011,38.99376273192572,Economic,Low,1,Shiraz,2025-08-11 00:00:00
2321,34.39501230620226,11.206217110476548,35.08976630649996,Van,Low,1,Tehran,2025-08-15 15:00:00
2322,49.12617454565749,4.8671749271542915,20.00767641600115,Economic,Low,1,Tehran,2025-08-13 17:00:00
2323,34.57772866151886,3.959280834445066,21.12147174059784,Van,Low,1,Shiraz,2025-08-16 02:00:00
2324,60.0,17.728016154598492,6.539234628543589,Economic,Medium,1,Mashhad,2025-08-13 00:00:00
2325,44.9160597175643,9.240750353796999,47.73144261453399,Motorcycle,High,1,Mashhad,2025-08-15 21:00:00
2326,57.2323698272432,8.829778583018244,14.287370147837272,Economic,Medium,1,Tehran,2025-08-12 21:00:00
2327,37.211832915283374,1.6766308551839881,31.10468999649764,Economic,High,1,Shiraz,2025-08-16 11:00:00
2328,31.354803570307187,10.461549749160472,50.0,Van,Medium,1,Tabriz,2025-08-11 01:00:00
2329,44.34645309078933,11.529224710609002,39.30847639218622,Van,Medium,1,Isfahan,2025-08-10 12:00:00
2330,,11.617976548138664,44.43584508622362,Motorcycle,Low,1,Shiraz,2025-08-11 19:00:00
2331,42.21411561643876,14.433592217134802,19.976614275270236,Economic,Medium,1,Mashhad,2025-08-13 09:00:00
2332,45.683051671014155,4.372154864829223,15.682381472453901,Economic,Medium,1,Tehran,2025-08-14 03:00:00
2333,19.267641293149477,5.792239550381757,39.88221470928025,Economic,Low,1,Tehran,2025-08-11 22:00:00
2334,51.537930584271116,16.40387883937784,42.01957707959812,Economic,High,1,Isfahan,2025-08-13 16:00:00
2335,58.35574745279679,18.996241720024486,14.858157142126302,Motorcycle,High,1,Mashhad,2025-08-15 16:00:00
2336,42.90246019327879,3.5827221999790924,9.252368738889665,Van,Medium,1,Shiraz,2025-08-15 21:00:00
2337,60.0,10.455341535599146,8.687376034303615,Economic,High,1,Isfahan,2025-08-16 08:00:00
2338,36.59728424617152,5.06934880205215,17.894632934921766,Motorcycle,Medium,1,Tabriz,2025-08-14 07:00:00
2339,36.08475790353811,2.1413901987446664,48.75169107837698,Motorcycle,Medium,1,Mashhad,2025-08-15 02:00:00
2340,35.09518290789829,7.184563424396573,36.15987227068455,Motorcycle,High,1,Mashhad,2025-08-16 07:00:00
2341,55.482426303038025,3.730064878500042,28.77174688253857,Motorcycle,High,1,Tehran,2025-08-11 08:00:00
2342,51.314594165840845,14.488728395250678,50.0,Motorcycle,High,1,Mashhad,2025-08-12 18:00:00
2343,52.380282719891994,11.140782859757444,45.704042849758466,Van,High,1,Shiraz,2025-08-10 02:00:00
2344,37.10947735998629,3.732854948815907,25.32517452702066,Motorcycle,High,1,Tehran,2025-08-15 11:00:00
2345,15.0,1.175590179704773,50.0,Van,High,1,Tabriz,2025-08-11 15:00:00
2346,60.0,16.35498393146004,41.49916317952369,Economic,High,1,Tabriz,2025-08-17 00:00:00
2347,49.16266960783612,4.347693717120703,41.24647381811985,Economic,High,1,Mashhad,2025-08-11 08:00:00
2348,21.372242359568794,12.518116202194554,46.28714217147833,Van,Low,0,Tehran,2025-08-11 12:00:00
2349,55.4021836787099,7.401516348458166,50.0,Van,High,1,Tehran,2025-08-14 00:00:00
2350,33.90383568105131,12.124232827985676,11.502393026876257,Economic,Low,1,Tehran,2025-08-16 01:00:00
2351,48.71923660855946,6.997418912664156,33.87453639903406,Motorcycle,Medium,1,Tehran,2025-08-12 20:00:00
2352,56.42529281339649,2.6518516531528293,39.41845322251165,Economic,Medium,1,Mashhad,2025-08-10 13:00:00
2353,36.83569323200477,5.236050162597318,19.902442310639103,Motorcycle,Low,1,Tehran,2025-08-16 19:00:00
2354,,4.573112763102436,40.74585481614538,Motorcycle,Low,1,Isfahan,2025-08-13 22:00:00
2355,60.0,9.132367696353233,50.0,Van,High,1,Tehran,2025-08-12 15:00:00
2356,48.91875796850785,13.50739188509699,13.446686375087982,Van,High,1,Tehran,2025-08-16 11:00:00
2357,41.03927662775923,6.012315423980794,31.468698321364027,Economic,Medium,1,Mashhad,2025-08-14 11:00:00
2358,60.0,1.229328770711741,12.082187037739272,Economic,High,1,Tabriz,2025-08-14 21:00:00
2359,12.237647671016802,10.859809921030381,50.0,Van,Low,1,Isfahan,2025-08-11 22:00:00
2360,60.0,12.509430297820469,8.50069318282923,Economic,High,1,Mashhad,2025-08-14 16:00:00
2361,23.647541901815142,19.294539386034383,50.0,Van,Medium,1,Shiraz,2025-08-13 18:00:00
2362,24.709945712346986,12.19994525877169,32.62963486160923,Van,High,1,Isfahan,2025-08-14 23:00:00
2363,28.813995868751125,9.952278628184695,14.58327468046346,Economic,High,1,Shiraz,2025-08-15 08:00:00
2364,41.12688374989925,11.894630892056373,11.892252001283548,Motorcycle,Low,1,Tehran,2025-08-13 01:00:00
2365,23.707366063072115,18.630111967378514,47.57009870025715,Motorcycle,Low,1,Shiraz,2025-08-12 22:00:00
2366,54.40473251899799,16.73918476643128,50.0,Van,Medium,1,Tehran,2025-08-14 13:00:00
2367,38.44149717638415,7.136595933912352,30.699791993851193,Economic,Medium,1,Tabriz,2025-08-15 13:00:00
2368,15.511704508884637,5.507832909485608,30.220525788322107,Motorcycle,Medium,1,Tehran,2025-08-12 10:00:00
2369,22.601706720616093,5.990038634955399,39.544125505757634,Van,Medium,0,Tabriz,2025-08-13 06:00:00
2370,50.829739440083266,10.583999754589048,14.926433901924673,Van,Medium,1,Tabriz,2025-08-16 18:00:00
2371,44.36798842418799,15.136939573342978,26.569707385126076,Economic,Medium,1,Tehran,2025-08-10 22:00:00
2372,31.87226514562219,10.56116493647628,12.888993823916458,Economic,Low,1,Tabriz,2025-08-13 06:00:00
2373,37.92021871023345,2.2881315207341393,50.0,Van,Medium,1,Tehran,2025-08-14 08:00:00
2374,42.02139283401054,14.748033308359638,44.9307565307498,Motorcycle,Medium,1,Tehran,2025-08-13 08:00:00
2375,60.0,16.313432444748123,22.641257000332743,Economic,High,1,Mashhad,2025-08-10 23:00:00
2376,57.83048998860804,6.500459437274674,9.44828531289519,Economic,Low,1,Tabriz,2025-08-16 18:00:00
2377,51.48451140711283,13.618389046383658,38.72632905719547,Economic,High,1,Mashhad,2025-08-10 20:00:00
2378,,9.105246120033474,12.590903422391062,Motorcycle,High,1,Mashhad,2025-08-10 19:00:00
2379,25.865348388767238,17.893267758821413,13.520018907368172,Motorcycle,Low,0,Isfahan,2025-08-12 13:00:00
2380,39.12336607899463,17.059285605054058,21.77763494773535,Van,Medium,1,Tabriz,2025-08-10 23:00:00
2381,39.706700938893086,10.983207967883203,28.857675573397678,Economic,High,1,Shiraz,2025-08-11 18:00:00
2382,24.514189021259483,14.138605370458295,44.459304372523135,Motorcycle,Medium,0,Tehran,2025-08-16 03:00:00
2383,33.437878815498856,17.783644319419974,21.05858649687227,Motorcycle,Low,1,Tehran,2025-08-10 14:00:00
2384,,10.418623191487235,9.303509574361753,Economic,High,1,Tehran,2025-08-10 21:00:00
2385,45.491954931173794,6.951764069287617,31.085077030318637,Motorcycle,High,1,Isfahan,2025-08-13 01:00:00
2386,,15.319656620282045,50.0,Van,Low,1,Tehran,2025-08-15 21:00:00
2387,27.695992857942326,5.181258840909144,16.47236023282572,Motorcycle,Low,1,Tehran,2025-08-15 06:00:00
2388,31.13650283597543,8.3820918121148,17.87592559412621,Motorcycle,High,1,Shiraz,2025-08-10 02:00:00
2389,58.352976166871805,17.44881750502908,50.0,Van,High,0,Tehran,2025-08-14 12:00:00
2390,60.0,14.764024465116986,46.01944101154849,Economic,High,1,Mashhad,2025-08-15 10:00:00
2391,11.538121377619063,8.672409099702485,50.0,Motorcycle,Low,0,Tehran,2025-08-11 10:00:00
2392,24.84586967769108,5.080145545758791,50.0,Van,Medium,0,Tehran,2025-08-15 02:00:00
2393,23.454143620594767,7.763399425812494,11.852093099050645,Economic,Medium,1,Tehran,2025-08-15 07:00:00
2394,,6.397978835321227,21.808752653950144,Van,Medium,1,Mashhad,2025-08-15 11:00:00
2395,34.99874436251567,4.345696470933225,20.310135868507636,Motorcycle,Medium,1,Shiraz,2025-08-15 16:00:00
2396,15.5035478030147,15.123325357747477,31.8713404515117,Van,Low,1,Tehran,2025-08-11 07:00:00
2397,20.78140186874687,5.789327850153259,50.0,Motorcycle,Low,1,Tehran,2025-08-14 07:00:00
2398,31.138264995528623,9.629181933187512,32.40666338374097,Economic,Medium,1,Shiraz,2025-08-10 03:00:00
2399,60.0,8.331329489886073,36.077179821379126,Economic,High,1,Shiraz,2025-08-16 13:00:00
